key,id,source,status,name,organization,operating_unit,location,address,address_details,description,phone_numbers,email_address,urls,manual_url,situations,services
recFeZLeKuyh8Cb9q,tipat-halav:5120000408,entities,ACTIVE,טיפת חלב בן גוריון,"[""recg1KxQAvuI9Iywb""]",,"[""recuihc5zl4QIlEAd""]","בן גוריון 37, רמלה",,"שעות פעילות : ימים א',ב',ד',ה' : 08:00 - 14:30
                          יום ג' 12:00 - 18:30
                         יום שישי -סגור 
""לידיעתכם, פתיחת התחנות משתנה מידי יום בכפוף למצב הביטחוני ולהנחיות פיקוד העורף.
 ניתן לזמן תור לטיפת חלב באמצעות מוקד קול הבריאות שמעודכן בהתאם להנחיות""","[""08-924-8172""]",bengurion@moh.gov.il,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000408"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recPPr1JvrOzEnYNo,tipat-halav:5120000092,entities,ACTIVE,טיפת חלב בענה,"[""recg1KxQAvuI9Iywb""]",,"[""recbmpBbgUDrjC4eI""]",בענה,בענה,טיפת חלב בענה פתוחה לקבלת קהל טלפון 049988464,"[""04-998-8464""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000092"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recYKzVsUJP7TklVj,tipat-halav:5120000097,entities,ACTIVE,טיפת חלב ברטעה,"[""recg1KxQAvuI9Iywb""]",,"[""recrVNNZ7kZJu0RW6""]","בסמ""ה",ברטעה,,"[""04-625-3296""]",barta@int.gov.il,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000097"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recwPBDDJcTE29XON,tipat-halav:5120000146,entities,ACTIVE,טיפת חלב בר-לב,"[""recg1KxQAvuI9Iywb""]",,"[""recc2aDU1IrQ7Uk82""]","ארליך שמחה 2, חולון",,"קיים שירות מוקד ארצי בטלפון *5400, באפליקציית טיפת חלב","[""03-554-0591""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000146"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recKaWRuKRTRvxuFH,tipat-halav:5120000152,entities,ACTIVE,טיפת חלב בת גלים,"[""recg1KxQAvuI9Iywb""]",,"[""recJaQm9mw5wsZH58""]","החי""ל 2, חיפה",,"טיפת החלב פתוחה
לקביעת תור 5400*","[""077-344-1214""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000152"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recT5XoWQfXfMHs4I,tipat-halav:5120000397,entities,ACTIVE,טיפת חלב בתיה מקוב,"[""recg1KxQAvuI9Iywb""]",,"[""rec12vNEBOmhB6WVC""]","מקוב בתיה 16, רחובות",,"טיפת חלב ממוגנת, פתוחה לקבלת קהל בתאום מראש.
ניתן לתאם תור דרך אתר האינטרנט או מוקד 5400* 

בין התאריכים 18-19.11.25 (כולל) התחנה תעבוד במתכונת מצומצמת ותהיה פתוחה לקבלת קהל בתאום מראש בלבד. 
בתאריך 20.11.25 התחנה סגורה לקבלת קהל.    למקרים דחופים יש ליצור קשר עם מוקד קול הבריאות 5400*","[""08-945-1804""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000397"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec8UEllnRh7zT9fk,tipat-halav:5120000112,entities,ACTIVE,טיפת חלב גבעת שמואל,"[""recg1KxQAvuI9Iywb""]",,"[""recilSpmI8bdbEUBh""]","אלעזר דוד 6, גבעת שמואל",,,"[""03-532-2664""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000112"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recCqND6xKku40s8K,tipat-halav:5120000104,entities,ACTIVE,טיפת חלב ג'דידה-מכר,"[""recg1KxQAvuI9Iywb""]",,"[""recgZ7ZmGU0baHyvf""]",ג'דיידה-מכר,ג'דידה-מכר,,"[""04-956-2572""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000104"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
reccgIDUkEBxapClr,tipat-halav:5120000105,entities,ACTIVE,טיפת חלב ג'וליס,"[""recg1KxQAvuI9Iywb""]",,"[""recORgqy9fm3GbbQq""]",ג'ולס,ג'וליס,,"[""04-956-2682""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000105"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recUCynSKP2uEfm7Y,tipat-halav:5120000106,entities,ACTIVE,טיפת חלב ג'לג'וליה,"[""recg1KxQAvuI9Iywb""]",,"[""recEOmjxcffgm4rAy""]","רח 131 24, ג'לג'וליה",,,"[""03-939-6237""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000106"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
reczOyfmsKCKpvD6Z,tipat-halav:5120000378,entities,ACTIVE,טיפת חלב גן נחום,"[""recg1KxQAvuI9Iywb""]",,"[""rechMtJqNV4FhoDK7""]","רופין 5, ראשון לציון",,"טיפת חלב ממוגנת, פתוחה לקבלת קהל בתאום מראש.

ניתן לתאם תור דרך אתר האינטרנט או מוקד 5400* 

בין התאריכים 18-20.11.25 (כולל) התחנה תהיה סגורה לקבלת קהל. למקרים דחופים יש ליצור קשר עם מוקד קול הבריאות 5400*","[""03-965-7722""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000378"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recYHt9z4I4BNZnRS,tipat-halav:5120000007,entities,ACTIVE,טיפת חלב ג'סר ב',"[""recg1KxQAvuI9Iywb""]",,"[""recmTAtNFRxn6n1gS""]","עומר בן אלכטאב 15, ג'סר א-זרקא",,,"[""04-636-1901""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000007"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recB0IeSN5flrKlnw,tipat-halav:5120000449,entities,ACTIVE,טיפת חלב ג'ת (עכו),"[""recg1KxQAvuI9Iywb""]",,"[""recRuZDbnHDBwzExL""]",יאנוח-ג'ת,הסוסנה,"ימי פעילות התחנה  ימי  -  א 
וימי - ה  
תחנה תורנית ב5.10.25","[""04-980-4645""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000449"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
reco8bgV8CNxezava,tipat-halav:5120000108,entities,ACTIVE,טיפת חלב ג'ת ריחן,"[""recg1KxQAvuI9Iywb""]",,"[""recET3jPQxVhRAkFv""]",ג'ת,ג'ת ליד בקעה,,"[""077-403-0677""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000108"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
reczQzfjA1obygfhq,tipat-halav:5120000114,entities,ACTIVE,טיפת חלב דבוריה,"[""recg1KxQAvuI9Iywb""]",,"[""recGXSlP1WQMllK5z""]",דבוריה,דבוריה,,"[""04-631-5639""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000114"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recoDe6zHt7Zf2BFE,tipat-halav:5120000288,entities,ACTIVE,טיפת חלב דגניה,"[""recg1KxQAvuI9Iywb""]",,"[""recLJgCAS5nGGbICU""]","דרך דגניה 92, נתניה",,,"[""09-832-2714""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000288"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec5LWwynIm1VMmn0,tipat-halav:5120000117,entities,ACTIVE,טיפת חלב דימונה א',"[""recg1KxQAvuI9Iywb""]",,"[""recFtQH7uuZ99SSxl""]",דימונה,שדרות הנשיא (ליד בית האבות),"החל 23.04.2025 תחנת האם סגורה לרגל שיפוץ המבנה עד להודעה חדשה
מטופלים יתקבלו בתחנה חלופית במתנ""ס שדרות הנשיא 1 דימונה.","[""08-655-9381""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000117"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recifpOdahlEtDCO3,tipat-halav:5120000118,entities,ACTIVE,טיפת חלב דימונה ה',"[""recg1KxQAvuI9Iywb""]",,"[""recPXFQE4L4kxEaIi""]",דימונה,הניצחון א',,"[""08-655-3750""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000118"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec2192xhhSlsINpV,tipat-halav:5120000120,entities,ACTIVE,טיפת חלב דיר אלאסד,"[""recg1KxQAvuI9Iywb""]",,"[""recEj5paNXx016B9x""]",דייר אל-אסד,כפר דיר אלאסד,"בהתאם להנחיות משרד הבריאות טיפת החלב תהיה פתוחה החל מיום ראשון 3.5.2020, ניתן להגיע לפי התור שנקבע לכם. לשאלות ובירורים יש לצור קשר טלפוני עם התחנה.  התחנה נמצאת ליד מבנה המועצה המקומית. תחנה זו מאוחדת על ידי שתי התחנות הקודמות אלאסד א+ב.","[""04-988-1056""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000120"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recE0t6nmYLVMOarR,tipat-halav:5120000115,entities,ACTIVE,טיפת חלב דיר חנא א,"[""recg1KxQAvuI9Iywb""]",,"[""recWmuvNNwpJelQZS""]",דייר חנא,דיר חנא,,"[""04-678-0616""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000115"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recD1M7CqllVjKlsw,tipat-halav:5120000116,entities,ACTIVE,טיפת חלב דיר חנא ב,"[""recg1KxQAvuI9Iywb""]",,"[""recWmuvNNwpJelQZS""]",דייר חנא,דיר חנא,,"[""04-678-3224""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000116"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recwBOklDfxBKExtt,tipat-halav:5120000421,entities,ACTIVE,טיפת חלב דנון,"[""recg1KxQAvuI9Iywb""]",,"[""recqIC9M5LgjJixLW""]",שייח' דנון,שייח' דנון,,"[""04-982-0904""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000421"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec84SeTYPbZLlaLx,tipat-halav:5120000310,entities,ACTIVE,טיפת חלב דרוקר,"[""recg1KxQAvuI9Iywb""]",,"[""recTBvEHoLfjTaKYT""]",עפולה,"גבעת המורה, שכונת דרוקר",,"[""04-659-6887""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000310"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
receDZGvT13lHaMn2,tipat-halav:5120000123,entities,ACTIVE,טיפת חלב דריג'את,"[""recg1KxQAvuI9Iywb""]",,"[""recRshjpLKztvcKto""]",דריג'את,דריג'את,,"[""08-972-4655""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000123"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rectRkIUkjxkwp7Ot,tipat-halav:5120000081,entities,ACTIVE,טיפת חלב הגפן,"[""recg1KxQAvuI9Iywb""]",,"[""recZKumLEDpSXd9H4""]","חב""ד 2, ביתר עילית",,"יום ראשון 21.12.25 טיפת חלב סגורה . ניתן לגשת לטיפת חלב הדס ברחוב חבד 2
שעות קבלת קהל בטיפת חלב על פי תור מותאם . לקביעת תור יש להתקשר למוקד הבריאות *5400
ראשון	08:00-14:30
שני	        08:00-18:00
שלישי	08:00-14:30
רביעי	08:00-14:30
חמישי	08:00-14:30","[""073-381-6611""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000081"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recY0E2wseSRYPgkf,tipat-halav:5120000080,entities,ACTIVE,טיפת חלב הדס,"[""recg1KxQAvuI9Iywb""]",,"[""recb0YksiReg2qrQH""]","חב""ד 2, ביתר עילית",,"סגור מתאריך 5/10/25 עד תאריך15/1025 למעט בתאריך 9/10/25 עד שעה 13, תאריך 12/10/25 עד שעה 13. בשאר המועדים יש ליצור קשר עם מוקד הבריאות ולברר על טיפת חלב תורנית באזור !
לאור שיפוצים במבנה טיפת חלב הדס קבלת קהל תהייה ברחוב חב""ד 2 קומה ראשונה בבית""ר 
שעות קבלת קהל בטיפת חלב על פי תור מותאם . לקביעת תור יש להתקשר למוקד הבריאות *5400
ראשון	08:00-14:00
שני	        08:30-18:00
שלישי	08:30-13:45
רביעי	08:00-14:00
חמישי	08:00-14:00","[""02-580-0106""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000080"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec6xgVA1TD9ifHAa,tipat-halav:5120000034,entities,ACTIVE,טיפת חלב הדקל,"[""recg1KxQAvuI9Iywb""]",,"[""rectlO6bckENPVt1m""]","ברנע, אילת",שכונת הדקל ב,"השלמת חיסון חצבת – אילת
עקב העלייה בתחלואה, מתקיימים חיסוני חצבת בימי שישי בין 19/12/2025- 30.01.2026, בין השעות   08:00-11:30, בתחנות צאלים והדקל.
התיאום מראש דרך המוקד, בהתאם לזמינות התורים.
*******************************************************
שעות קבלה בתחנת הדקל:
יום ראשון, יום שני, יום שלישי, יום רביעי, יום חמישי
בין השעות 08:00-14:00.","[""08-634-1071""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000034"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recK9uP0bjwJgvtdM,tipat-halav:5120000433,entities,ACTIVE,טיפת חלב הדר גנים - המשורר,"[""recg1KxQAvuI9Iywb""]",,"[""recemJALD7NvyaM4o""]","הרב משורר ישעיהו 8, פתח תקווה",,,"[""5400""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000433"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec2s12GNuBxeAToA,tipat-halav:5120000412,entities,ACTIVE,טיפת חלב החייל,"[""recg1KxQAvuI9Iywb""]",,"[""recH36VgPQKMCGRYc""]","החי""ל 16, רמת גן",,"כתובת לוויז:  טיפת חלב חי""ל 16 רמת גן","[""03-677-1286""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000412"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recl5mUFxnmsgcGbJ,tipat-halav:5120000339,entities,ACTIVE,טיפת חלב היבנר,"[""recg1KxQAvuI9Iywb""]",,"[""recUrRB0caiaiLi47""]","היבנר 3, פתח תקווה",,,"[""03-921-3958""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000339"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recWgoiB1HilBNLFB,tipat-halav:5120000076,entities,ACTIVE,טיפת חלב היובל,"[""recg1KxQAvuI9Iywb""]",,"[""recYDsMksUGVQoZz7""]","הגליל 2, בית שמש",,"שעות קבלת קהל בטיפת חלב על פי תור מותאם . לקביעת תור יש להתקשר למוקד הבריאות *5400 
א, ב	8:30- 17:30
ג, ד, ה	8:30- 14:00","[""073-381-6600""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000076"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recmy7WsQbYJFHFh7,tipat-halav:5120000410,entities,ACTIVE,טיפת חלב המעגל,"[""recg1KxQAvuI9Iywb""]",,"[""recwUl7Gq7jlUqXNY""]","המעגל 24, רמת גן",,,"[""03-670-1270""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000410"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recmZGyvTEinOYGGz,tipat-halav:5120000385,entities,ACTIVE,טיפת חלב הנחשול,"[""recg1KxQAvuI9Iywb""]",,"[""recEL2Nz5nGlPw0Rh""]","הנחשול 26, ראשון לציון",,"ניתן לתאם תור דרך אתר האינטרנט או מוקד 5400* 

בין התאריכים 18-20.11.25 (כולל) תחנת הנחשול תהיה סגורה לקבלת קהל.  למקרים דחופים יש ליצור קשר עם מוקד קול הבריאות 5400*","[""03-961-4480""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000385"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recP6dZnWPxeYXfVb,tipat-halav:5120000016,entities,ACTIVE,טיפת חלב הקשת,"[""recg1KxQAvuI9Iywb""]",,"[""recfdWwXHYL1qhGhU""]","מרטין בובר 7, קרית ביאליק",,"טיפת חלב נפתחת מחדש החל מה-7.8.25
לזימון תורים 5400*","[""04-876-1327""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000016"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recdkyTnNiaqqV4HG,tipat-halav:5120000275,entities,ACTIVE,טיפת חלב הר יונה,"[""recg1KxQAvuI9Iywb""]",,"[""recukomT2AfCPRVnX""]","עדעד 18, נוף הגליל",,,"[""04-645-0979""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000275"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recI5isjnhWV53yUc,tipat-halav:5120000082,entities,ACTIVE,טיפת חלב הרצוג,"[""recg1KxQAvuI9Iywb""]",,"[""recMnm9fIlx1cvG98""]","הרצוג 20, בני ברק",,,"[""03-570-4619""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000082"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec1BNGcD6ksSYU1T,tipat-halav:5120000254,entities,ACTIVE,טיפת חלב השלום מבשרת ציון,"[""recg1KxQAvuI9Iywb""]",,"[""recRW2h85hG9aux8j""]","השלום 57, מבשרת ציון",,"יום ראשון 21.12.25 טיפת חלב סגורה . למקרים דחופים ניתן להגיע לטיפת חלב באבו גוש בשעות 8-12.30

שעות קבלת קהל בטיפת חלב על פי תור מותאם . לקביעת תור יש להתקשר למוקד הבריאות *5400
א'-ה'	08:00-14:00","[""5400""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000254"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recYRpJgtIHN3kdud,tipat-halav:5120000126,entities,ACTIVE,טיפת חלב ואדי סלאמה,"[""recg1KxQAvuI9Iywb""]",,"[""recYml5JEpCAU8Mcz""]",סלמה,ואדי סלאמה,מספר טלפון בתחנה 046784653 שלוחה 4,"[""04-678-3430""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000126"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec14I1uEXkmw5lED,tipat-halav:5120000287,entities,ACTIVE,טיפת חלב ותיקים,"[""recg1KxQAvuI9Iywb""]",,"[""reclW8z4Pb2OEnCAX""]","הרב אונטרמן יהודה 7, נתניה",,,"[""09-887-3774""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000287"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recsvfvhDPtGJKacz,tipat-halav:5120000414,entities,ACTIVE,טיפת חלב ותיקים,"[""recg1KxQAvuI9Iywb""]",,"[""recGfC3oHZqS3lqKf""]","המרגנית 10, רמת גן",,,"[""03-751-3783""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000414"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recazHWjyiXCfDyNW,tipat-halav:5120000127,entities,ACTIVE,טיפת חלב זכרון מושבה,"[""recg1KxQAvuI9Iywb""]",,"[""recbF2zUbCNPkxwbp""]","קדושי השואה 8, זכרון יעקב",,,"[""077-729-2549""]",zyakovm@int.gov.il,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000127"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recb6XVw2mXkqp39J,tipat-halav:5120000129,entities,ACTIVE,טיפת חלב זלפה,"[""recg1KxQAvuI9Iywb""]",,"[""recWSQhQyMlHZe2tL""]",מעלה עירון,זלפה,,"[""04-642-0737""]",zalfa@int.gov.il,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000129"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recyCZ2NHjEt8LDw7,tipat-halav:5120000204,entities,ACTIVE,טיפת חלב חג'אג'רה,"[""recg1KxQAvuI9Iywb""]",,"[""recaE90AHQBhOCKPJ""]",כעביה-טבאש-חג'אג'רה,חג'אג'רה,,"[""04-953-1360""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000204"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recN7Ngdp0C7hHHBt,tipat-halav:5120000148,entities,ACTIVE,טיפת חלב חורה א',"[""recg1KxQAvuI9Iywb""]",,"[""recDLEmxp4fOc74OR""]",חורה,מרכז חורה,,"[""08-651-8645""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000148"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recNELA8JSIbsp1nB,tipat-halav:5120000149,entities,ACTIVE,טיפת חלב חורה ב',"[""recg1KxQAvuI9Iywb""]",,"[""rec4FS3K265dbZO9K""]",חורה,חורה,,"[""08-651-0980""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000149"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recUBfb1epKURQ4Eh,tipat-halav:5120000164,entities,ACTIVE,טיפת חלב חורי,"[""recg1KxQAvuI9Iywb""]",,"[""rec2h5pWgwScJS00X""]","כורי 1, חיפה",,"טיפת חלב חורי (הנביאים לשעבר)
טיפת החלב פתוחה
לקביעת תור 5400*","[""04-862-2973""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000164"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rece25KZpbgm20Ugj,tipat-halav:5120000150,entities,ACTIVE,טיפת חלב חורפיש,"[""recg1KxQAvuI9Iywb""]",,"[""recx6OCDDwUIuQZ6o""]",חורפיש,חורפיש,"תחנה תורנית בערב חג 13.10.2025
בין השעות 08:00-15:00","[""04-997-9950""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000150"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec1UnI7ab4ADE0xb,tipat-halav:5120000367,entities,ACTIVE,טיפת חלב חיבת ציון,"[""recg1KxQAvuI9Iywb""]",,"[""rec2QcaPHmDJwlgBg""]","חיבת ציון 3, קרית מוצקין",,"טיפת החלב פתוחה
לקביעת תור 5400*","[""077-952-5795""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000367"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recpBNCPmuum5LyAJ,tipat-halav:5120000157,entities,ACTIVE,טיפת חלב חליסה,"[""recg1KxQAvuI9Iywb""]",,"[""recYgfB1xVkk8pAc8""]","הירדן 19, חיפה",,"טיפת החלב פתוחה
לקביעת תור 5400*","[""077-323-8322""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000157"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recJKpT7SZVft3Cd4,tipat-halav:5120000063,entities,ACTIVE,טיפת חלב טבנקין,"[""recg1KxQAvuI9Iywb""]",,"[""recKUANO1pHIQ0PY0""]","טבנקין 9, באר שבע",טבנקין,,"[""08-641-1166""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000063"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
rec5wuisXK4jbgvU8,tipat-halav:5120000169,entities,ACTIVE,טיפת חלב טבריה תחנה ב',"[""recg1KxQAvuI9Iywb""]",,"[""recMXfdhvjdnR1CrO""]","ארליך 5, טבריה",,"יום ד' 24.12.25 תחנה ב' תיתן מענה תורנות כמוקד חצבת
משעה 15:00-18:00.","[""04-672-0726""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000169"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recbzFp76B1jt51bI,tipat-halav:5120000170,entities,ACTIVE,טיפת חלב טבריה תחנה ג',"[""recg1KxQAvuI9Iywb""]",,"[""recvBJV0yyFY2RDeB""]","ארליך 5, טבריה",קרית משה ג',,"[""04-672-0831""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000170"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recFUAmgVCC4cdh4p,tipat-halav:5120000171,entities,ACTIVE,טיפת חלב טבריה תחנה ד',"[""recg1KxQAvuI9Iywb""]",,"[""rec0RNg30VaWjy1Om""]","שד אלנטאון 1, טבריה",,"תחנה נותנת תיגבור יום ב' 24.11.2025 עד השעה 18:15
תחנה נותנת תיגבור ביום חמישי 27.11.2025 בין השעות: 08:00-18:30.","[""04-679-6183""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000171"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
recknH5izx4qBnoIQ,tipat-halav:5120000172,entities,ACTIVE,טיפת חלב טבריה תחנה ו',"[""recg1KxQAvuI9Iywb""]",,"[""recbZF7ic7M452Yp3""]","אבו חצירה 8, טבריה",,בתאריך 17.12.25 יתקיים מוקד נוסף לחיסון חצבת בתחנה טיפת חלב ו' ברחוב אבוחצירה 8 טבריה משעה 14:00-17:00,"[""04-643-4251""]",,"[{""href"": ""https://tipatchalavappointments.health.gov.il/patient-details?codeStation=5120000172"", ""title"": ""קישור""}]",,,"[""recP6cY9ZYB5qJ5sJ""]"
